Monitoraggio del materiale particolato di Pablito e Seba
by Sebastian Peradotto (purosangue)
Started at: Jan 22 2020 16:31:37
Data unit: [micro g/m^3]
Date,PM2.5,PM10
Jan 22 2020 16:31:37,27.8,31.2
Jan 22 2020 16:31:38,27.8,31.3
Jan 22 2020 16:31:39,27.9,31.6
Jan 22 2020 16:31:40,27.7,31.6
Jan 22 2020 16:31:41,27.7,31.1
Jan 22 2020 16:31:42,27.8,31.2
Jan 22 2020 16:31:43,28.0,31.4
Jan 22 2020 16:31:44,28.0,31.4
Jan 22 2020 16:31:45,28.0,31.4
Jan 22 2020 16:31:46,28.0,31.4
Jan 22 2020 16:31:47,28.2,31.7
Jan 22 2020 16:31:48,28.2,32.3
Jan 22 2020 16:31:49,28.2,32.0
Jan 22 2020 16:31:50,28.3,31.9
Jan 22 2020 16:31:51,28.2,31.8
Jan 22 2020 16:31:52,27.9,31.5
Jan 22 2020 16:31:53,27.9,31.3
Jan 22 2020 16:31:54,28.0,31.4
Jan 22 2020 16:31:55,27.8,31.2
Jan 22 2020 16:31:56,27.8,31.2
Jan 22 2020 16:31:57,27.7,31.2
Jan 22 2020 16:31:58,27.7,31.3
Jan 22 2020 16:31:59,27.8,31.9
Jan 22 2020 16:32:00,27.9,31.8
Jan 22 2020 16:32:01,28.0,31.4
Jan 22 2020 16:32:02,28.0,31.4
Jan 22 2020 16:32:04,28.1,31.5
Jan 22 2020 16:32:05,28.0,31.4
Jan 22 2020 16:32:06,28.1,31.6
Jan 22 2020 16:32:07,28.3,31.8
Jan 22 2020 16:32:08,27.9,31.3
Jan 22 2020 16:32:09,27.9,31.2
Jan 22 2020 16:32:10,27.8,31.1
Jan 22 2020 16:32:11,27.8,31.1
Jan 22 2020 16:32:12,28.0,31.3
Jan 22 2020 16:32:13,28.0,31.3
Jan 22 2020 16:32:14,28.1,31.4
Jan 22 2020 16:32:15,28.0,31.3
Jan 22 2020 16:32:16,27.8,31.0
Jan 22 2020 16:32:17,27.7,30.9
Jan 22 2020 16:32:18,27.7,30.9
Jan 22 2020 16:32:19,27.6,30.7
Jan 22 2020 16:32:20,27.6,30.8
Jan 22 2020 16:32:21,27.5,30.6
Jan 22 2020 16:32:22,27.6,30.8
Jan 22 2020 16:32:23,27.7,30.9
Jan 22 2020 16:32:24,27.9,31.1
Jan 22 2020 16:32:25,27.9,31.1
Jan 22 2020 16:32:26,27.9,31.2
Jan 22 2020 16:32:27,27.8,31.1
Jan 22 2020 16:32:28,27.9,31.2
Jan 22 2020 16:32:29,27.9,31.2
Jan 22 2020 16:32:30,27.8,31.1
Jan 22 2020 16:32:31,27.7,31.0
Jan 22 2020 16:32:32,27.6,30.8
Jan 22 2020 16:32:33,27.5,30.7
Jan 22 2020 16:32:34,27.4,30.6
Jan 22 2020 16:32:35,27.2,30.4
Jan 22 2020 16:32:36,26.9,30.0
Jan 22 2020 16:32:37,26.8,29.9
Jan 22 2020 16:32:38,26.7,29.8
Jan 22 2020 16:32:39,26.8,29.9
Jan 22 2020 16:32:40,27.0,30.1
Jan 22 2020 16:32:41,26.9,30.0
Jan 22 2020 16:32:42,26.7,29.8
Jan 22 2020 16:32:43,26.7,29.8
Jan 22 2020 16:32:44,26.5,29.6
Jan 22 2020 16:32:45,26.5,29.5
Jan 22 2020 16:32:46,26.5,29.5
Jan 22 2020 16:32:47,26.6,29.7
Jan 22 2020 16:32:48,26.5,29.6
Jan 22 2020 16:32:49,26.5,29.5
Jan 22 2020 16:32:50,26.3,29.3
Jan 22 2020 16:32:51,26.3,29.3
Jan 22 2020 16:32:53,26.3,29.3
Jan 22 2020 16:32:54,26.2,29.2
Jan 22 2020 16:32:55,26.0,29.0
Jan 22 2020 16:32:56,25.8,28.8
Jan 22 2020 16:32:57,25.6,28.5
Jan 22 2020 16:32:58,25.7,28.6
Jan 22 2020 16:32:59,25.8,28.7
Jan 22 2020 16:33:00,25.7,28.6
Jan 22 2020 16:33:01,25.7,28.5
Jan 22 2020 16:33:02,25.6,28.4
Jan 22 2020 16:33:03,25.8,28.7
Jan 22 2020 16:33:04,25.9,28.8
Jan 22 2020 16:33:05,26.0,28.9
Jan 22 2020 16:33:06,26.1,29.1
Jan 22 2020 16:33:07,26.3,29.3
Jan 22 2020 16:33:08,26.5,29.5
Jan 22 2020 16:33:09,27.0,30.1
Jan 22 2020 16:33:10,26.9,30.0
Jan 22 2020 16:33:11,26.8,29.9
Jan 22 2020 16:33:12,27.1,30.2
Jan 22 2020 16:33:13,27.0,30.1
Jan 22 2020 16:33:14,27.1,30.2
Jan 22 2020 16:33:15,27.1,30.2
Jan 22 2020 16:33:16,27.3,30.4
Jan 22 2020 16:33:17,27.3,30.4
Jan 22 2020 16:33:18,27.3,30.4
Jan 22 2020 16:33:19,27.2,30.3
Jan 22 2020 16:33:20,27.2,30.3
