Monitoraggio del materiale particolato di Pablito e Seba
by Sebastian Peradotto (purosangue)
Started at: Feb 03 2020 09:12:15
Data unit: [micro g/m^3]
Date,PM2.5,PM10
Feb 03 2020 09:12:16,21.2,23.6
Feb 03 2020 09:12:17,21.2,23.6
Feb 03 2020 09:12:18,21.3,23.7
Feb 03 2020 09:12:19,21.6,24.0
Feb 03 2020 09:12:20,21.9,24.3
Feb 03 2020 09:12:21,22.1,24.5
Feb 03 2020 09:12:22,22.1,24.5
Feb 03 2020 09:12:23,22.2,24.7
Feb 03 2020 09:12:24,22.1,24.6
Feb 03 2020 09:12:25,22.4,24.9
Feb 03 2020 09:12:26,22.7,25.2
Feb 03 2020 09:12:27,22.8,25.3
Feb 03 2020 09:12:28,23.0,25.6
Feb 03 2020 09:12:29,23.0,25.5
Feb 03 2020 09:12:30,23.0,25.5
Feb 03 2020 09:12:31,23.2,25.7
Feb 03 2020 09:12:32,23.3,25.8
Feb 03 2020 09:12:33,23.4,25.9
Feb 03 2020 09:12:34,23.4,25.9
Feb 03 2020 09:12:35,23.4,25.9
Feb 03 2020 09:12:36,23.3,25.8
Feb 03 2020 09:12:37,23.3,25.7
Feb 03 2020 09:12:38,23.5,25.9
Feb 03 2020 09:12:39,23.5,25.9
Feb 03 2020 09:12:40,23.6,26.0
Feb 03 2020 09:12:41,23.7,26.1
Feb 03 2020 09:12:42,23.7,26.1
Feb 03 2020 09:12:43,23.7,26.1
Feb 03 2020 09:12:44,23.7,26.2
Feb 03 2020 09:12:45,23.8,26.3
Feb 03 2020 09:12:47,24.0,26.5
Feb 03 2020 09:12:48,24.2,26.7
Feb 03 2020 09:12:49,24.2,26.7
Feb 03 2020 09:12:50,24.0,26.5
Feb 03 2020 09:12:51,23.9,26.4
Feb 03 2020 09:12:52,23.9,26.4
Feb 03 2020 09:12:53,24.0,26.5
Feb 03 2020 09:12:54,24.1,26.6
Feb 03 2020 09:12:55,24.0,26.5
Feb 03 2020 09:12:56,24.0,26.5
Feb 03 2020 09:12:57,23.9,26.4
Feb 03 2020 09:12:58,23.9,26.5
Feb 03 2020 09:12:59,24.0,26.6
Feb 03 2020 09:13:00,24.2,26.9
Feb 03 2020 09:13:01,24.2,27.0
Feb 03 2020 09:13:02,24.2,27.1
Feb 03 2020 09:13:03,24.2,29.7
Feb 03 2020 09:13:04,24.2,29.8
Feb 03 2020 09:13:05,24.3,29.8
Feb 03 2020 09:13:06,25.2,30.5
Feb 03 2020 09:13:07,25.8,31.0
Feb 03 2020 09:13:08,26.6,31.7
Feb 03 2020 09:13:09,27.2,32.3
Feb 03 2020 09:13:10,27.8,32.8
Feb 03 2020 09:13:11,28.5,33.4
Feb 03 2020 09:13:12,29.0,34.1
Feb 03 2020 09:13:13,29.6,34.7
Feb 03 2020 09:13:14,30.3,35.5
Feb 03 2020 09:13:15,31.1,36.2
Feb 03 2020 09:13:16,31.7,36.8
Feb 03 2020 09:13:17,32.5,37.7
Feb 03 2020 09:13:18,33.2,38.6
Feb 03 2020 09:13:19,34.0,39.2
Feb 03 2020 09:13:20,34.7,39.9
Feb 03 2020 09:13:21,35.3,40.1
Feb 03 2020 09:13:22,36.3,41.0
Feb 03 2020 09:13:24,36.9,41.7
Feb 03 2020 09:13:25,37.6,42.2
Feb 03 2020 09:13:26,38.4,43.9
Feb 03 2020 09:13:27,39.1,44.5
Feb 03 2020 09:13:28,40.1,45.5
Feb 03 2020 09:13:29,40.7,45.7
