Monitoraggio del materiale particolato di Pablito e Seba
by Sebastian Peradotto (purosangue)
Started at: Jan 24 2020 19:36:53
Data unit: [micro g/m^3]
Date,PM2.5,PM10
Jan 24 2020 19:36:54,28.7,32.1
Jan 24 2020 19:36:55,28.9,32.3
Jan 24 2020 19:36:56,29.0,32.4
Jan 24 2020 19:36:57,29.0,32.4
Jan 24 2020 19:36:58,29.0,32.4
Jan 24 2020 19:36:59,28.8,32.1
Jan 24 2020 19:37:00,28.6,31.9
Jan 24 2020 19:37:01,28.6,31.9
Jan 24 2020 19:37:02,28.8,32.1
Jan 24 2020 19:37:03,28.7,31.9
Jan 24 2020 19:37:04,28.8,32.0
Jan 24 2020 19:37:05,28.8,32.0
Jan 24 2020 19:37:06,29.3,32.7
Jan 24 2020 19:37:07,30.7,34.3
Jan 24 2020 19:37:08,32.0,35.8
Jan 24 2020 19:37:09,33.1,37.0
Jan 24 2020 19:37:10,34.7,38.8
Jan 24 2020 19:37:11,36.0,40.4
Jan 24 2020 19:37:12,37.0,41.5
Jan 24 2020 19:37:13,38.2,43.2
Jan 24 2020 19:37:14,39.3,44.5
Jan 24 2020 19:37:15,40.1,46.0
Jan 24 2020 19:37:16,41.0,47.5
Jan 24 2020 19:37:17,41.7,48.6
Jan 24 2020 19:37:18,42.8,50.3
Jan 24 2020 19:37:19,44.0,51.7
Jan 24 2020 19:37:20,45.1,53.7
Jan 24 2020 19:37:21,46.5,55.8
Jan 24 2020 19:37:22,47.9,59.0
Jan 24 2020 19:37:23,48.9,61.0
Jan 24 2020 19:37:25,49.7,62.3
Jan 24 2020 19:37:26,50.8,64.1
Jan 24 2020 19:37:27,51.5,64.5
Jan 24 2020 19:37:28,52.2,66.6
Jan 24 2020 19:37:29,53.2,67.9
Jan 24 2020 19:37:30,54.5,69.7
Jan 24 2020 19:37:31,55.9,71.9
Jan 24 2020 19:37:32,57.1,73.2
Jan 24 2020 19:37:33,58.7,75.8
Jan 24 2020 19:37:34,59.8,77.2
Jan 24 2020 19:37:35,61.0,78.7
Jan 24 2020 19:37:36,62.2,80.8
Jan 24 2020 19:37:37,62.8,81.0
Jan 24 2020 19:37:38,62.4,80.0
Jan 24 2020 19:37:39,62.2,79.3
Jan 24 2020 19:37:40,62.1,79.1
Jan 24 2020 19:37:41,61.7,79.4
Jan 24 2020 19:37:42,61.5,78.0
Jan 24 2020 19:37:43,61.8,78.3
Jan 24 2020 19:37:44,62.5,78.7
Jan 24 2020 19:37:45,62.5,79.0
Jan 24 2020 19:37:46,62.4,79.2
Jan 24 2020 19:37:47,62.1,78.9
Jan 24 2020 19:37:48,61.7,78.6
Jan 24 2020 19:37:49,61.0,77.3
Jan 24 2020 19:37:50,60.1,76.5
Jan 24 2020 19:37:51,59.3,75.5
Jan 24 2020 19:37:52,58.2,73.8
Jan 24 2020 19:37:53,56.9,70.8
Jan 24 2020 19:37:54,56.2,69.5
Jan 24 2020 19:37:55,55.8,68.9
Jan 24 2020 19:37:56,55.0,67.3
Jan 24 2020 19:37:57,54.1,66.3
Jan 24 2020 19:37:58,53.8,64.5
Jan 24 2020 19:37:59,53.2,63.9
Jan 24 2020 19:38:00,52.3,62.5
