Monitoraggio del materiale particolato di Pablito e Seba
by Sebastian Peradotto (purosangue)
Started at: Feb 02 2020 11:51:08
Data unit: [micro g/m^3]
Date,PM2.5,PM10
Feb 02 2020 11:51:09,28.5,31.7
Feb 02 2020 11:51:10,28.4,31.5
Feb 02 2020 11:51:11,28.1,31.2
Feb 02 2020 11:51:12,28.0,31.1
Feb 02 2020 11:51:13,28.2,31.3
Feb 02 2020 11:51:14,28.4,31.6
Feb 02 2020 11:51:15,28.6,31.8
Feb 02 2020 11:51:16,28.6,31.8
Feb 02 2020 11:51:17,28.4,31.7
Feb 02 2020 11:51:18,28.4,31.7
Feb 02 2020 11:51:19,28.2,31.4
Feb 02 2020 11:51:20,28.1,31.4
Feb 02 2020 11:51:21,28.1,31.3
Feb 02 2020 11:51:22,28.0,31.3
Feb 02 2020 11:51:23,27.9,31.1
Feb 02 2020 11:51:24,27.8,31.0
Feb 02 2020 11:51:26,27.8,31.0
Feb 02 2020 11:51:27,27.8,31.0
Feb 02 2020 11:51:28,27.5,30.7
Feb 02 2020 11:51:29,27.4,30.6
Feb 02 2020 11:51:30,27.4,30.6
Feb 02 2020 11:51:31,27.5,30.7
Feb 02 2020 11:51:32,27.4,30.6
Feb 02 2020 11:51:33,27.6,30.8
Feb 02 2020 11:51:34,27.5,30.6
Feb 02 2020 11:51:35,27.6,30.8
Feb 02 2020 11:51:36,27.5,30.7
Feb 02 2020 11:51:37,27.5,30.8
Feb 02 2020 11:51:38,27.5,30.7
Feb 02 2020 11:51:39,27.5,30.8
Feb 02 2020 11:51:40,27.4,30.6
Feb 02 2020 11:51:41,27.4,30.7
Feb 02 2020 11:51:42,27.5,30.7
Feb 02 2020 11:51:43,27.6,30.8
Feb 02 2020 11:51:44,27.4,30.6
Feb 02 2020 11:51:45,27.2,30.4
Feb 02 2020 11:51:46,27.2,30.3
Feb 02 2020 11:51:47,27.2,30.3
Feb 02 2020 11:51:48,27.2,30.3
Feb 02 2020 11:51:49,27.1,30.2
Feb 02 2020 11:51:50,27.4,30.5
Feb 02 2020 11:51:52,27.5,30.6
