Monitoraggio del materiale particolato di Pablito e Seba
by Sebastian Peradotto (purosangue)
Started at: Jan 22 2020 16:23:08
Data unit: [micro g/m^3]
Date,PM2.5,PM10
Jan 22 2020 16:23:08,27.7,31.1
Jan 22 2020 16:23:09,27.7,31.1
Jan 22 2020 16:23:10,27.6,31.0
Jan 22 2020 16:23:11,27.5,30.9
Jan 22 2020 16:23:12,27.3,30.6
Jan 22 2020 16:23:13,27.2,30.4
Jan 22 2020 16:23:15,27.0,30.2
Jan 22 2020 16:23:16,27.4,30.6
Jan 22 2020 16:23:17,27.5,30.7
Jan 22 2020 16:23:18,27.8,31.1
Jan 22 2020 16:23:19,27.9,31.2
Jan 22 2020 16:23:20,28.0,31.4
Jan 22 2020 16:23:21,28.2,31.6
Jan 22 2020 16:23:22,28.1,31.5
Jan 22 2020 16:23:23,28.3,31.7
Jan 22 2020 16:23:24,28.3,31.7
Jan 22 2020 16:23:25,28.5,31.9
Jan 22 2020 16:23:26,28.3,31.7
Jan 22 2020 16:23:27,28.3,31.8
Jan 22 2020 16:23:28,28.1,31.5
