Monitoraggio del materiale particolato di Pablito e Seba
by Sebastian Peradotto (purosangue)
Started at: Jan 25 2020 17:09:12
Data unit: [micro g/m^3]
Date,PM2.5,PM10
Jan 25 2020 17:09:13,63.5,78.1
Jan 25 2020 17:09:14,63.5,78.0
Jan 25 2020 17:09:15,63.5,78.4
Jan 25 2020 17:09:16,63.5,78.5
Jan 25 2020 17:09:17,63.9,78.9
Jan 25 2020 17:09:18,64.2,78.9
Jan 25 2020 17:09:19,64.4,78.7
Jan 25 2020 17:09:20,64.5,78.8
Jan 25 2020 17:09:21,64.8,79.1
Jan 25 2020 17:09:22,64.5,79.3
Jan 25 2020 17:09:23,63.9,78.4
Jan 25 2020 17:09:24,63.7,78.1
Jan 25 2020 17:09:25,63.9,78.7
Jan 25 2020 17:09:26,63.9,78.9
Jan 25 2020 17:09:27,63.8,78.7
Jan 25 2020 17:09:28,64.0,79.0
Jan 25 2020 17:09:29,64.2,78.8
Jan 25 2020 17:09:30,64.3,79.0
Jan 25 2020 17:09:31,64.2,78.8
Jan 25 2020 17:09:32,64.3,79.0
Jan 25 2020 17:09:33,64.1,78.3
Jan 25 2020 17:09:34,64.0,77.9
Jan 25 2020 17:09:35,63.9,78.1
Jan 25 2020 17:09:36,64.0,78.5
Jan 25 2020 17:09:37,63.8,78.5
Jan 25 2020 17:09:38,64.1,78.5
Jan 25 2020 17:09:39,64.2,78.5
Jan 25 2020 17:09:40,64.2,78.3
Jan 25 2020 17:09:41,64.3,78.3
Jan 25 2020 17:09:42,64.4,78.7
Jan 25 2020 17:09:43,64.4,78.5
Jan 25 2020 17:09:44,64.0,77.8
Jan 25 2020 17:09:45,64.5,78.0
Jan 25 2020 17:09:46,64.7,78.3
Jan 25 2020 17:09:47,64.0,77.6
Jan 25 2020 17:09:48,64.2,77.9
Jan 25 2020 17:09:49,64.2,78.2
Jan 25 2020 17:09:50,64.1,78.1
Jan 25 2020 17:09:51,63.8,77.5
Jan 25 2020 17:09:52,63.9,76.6
Jan 25 2020 17:09:53,64.0,76.8
Jan 25 2020 17:09:54,64.1,77.1
Jan 25 2020 17:09:55,64.1,77.0
Jan 25 2020 17:09:56,64.3,76.9
Jan 25 2020 17:09:57,64.3,77.2
Jan 25 2020 17:09:58,63.9,76.4
Jan 25 2020 17:09:59,63.7,76.5
Jan 25 2020 17:10:00,63.8,76.8
Jan 25 2020 17:10:01,64.0,77.2
Jan 25 2020 17:10:02,64.1,77.0
Jan 25 2020 17:10:03,64.2,77.5
Jan 25 2020 17:10:04,64.2,77.5
Jan 25 2020 17:10:05,63.9,77.0
Jan 25 2020 17:10:06,63.7,76.6
Jan 25 2020 17:10:08,63.9,76.3
Jan 25 2020 17:10:09,63.6,75.7
Jan 25 2020 17:10:10,63.7,76.2
Jan 25 2020 17:10:11,63.7,76.1
Jan 25 2020 17:10:12,63.8,76.5
Jan 25 2020 17:10:13,63.6,76.4
Jan 25 2020 17:10:14,63.6,77.0
Jan 25 2020 17:10:15,63.7,76.9
Jan 25 2020 17:10:16,63.2,76.7
Jan 25 2020 17:10:17,62.9,76.1
Jan 25 2020 17:10:18,63.2,76.9
Jan 25 2020 17:10:19,63.3,77.6
Jan 25 2020 17:10:20,63.5,77.6
Jan 25 2020 17:10:21,63.5,77.9
Jan 25 2020 17:10:22,63.5,77.5
