Monitoraggio del materiale particolato di Pablito e Seba
by Sebastian Peradotto (purosangue)
Started at: Jan 22 2020 16:24:19
Data unit: [micro g/m^3]
Date,PM2.5,PM10
Jan 22 2020 16:24:20,27.5,30.8
Jan 22 2020 16:24:21,27.4,30.7
Jan 22 2020 16:24:22,27.4,30.7
Jan 22 2020 16:24:23,27.5,30.8
Jan 22 2020 16:24:24,27.4,30.6
Jan 22 2020 16:24:25,27.4,30.7
Jan 22 2020 16:24:26,27.5,30.7
Jan 22 2020 16:24:27,27.3,30.5
Jan 22 2020 16:24:28,27.5,30.7
Jan 22 2020 16:24:29,27.3,30.5
Jan 22 2020 16:24:30,27.8,32.3
Jan 22 2020 16:24:31,27.6,31.7
