Monitoraggio del materiale particolato di Pablito e Seba
by Sebastian Peradotto (purosangue)
Started at: Feb 03 2020 12:24:12
Data unit: [micro g/m^3]
Date,PM2.5,PM10
Feb 03 2020 12:24:13,6.6,13.9
Feb 03 2020 12:24:14,6.5,13.5
Feb 03 2020 12:24:15,6.5,13.7
Feb 03 2020 12:24:16,6.6,13.5
Feb 03 2020 12:24:17,6.6,13.4
Feb 03 2020 12:24:18,6.5,13.2
Feb 03 2020 12:24:19,6.5,13.2
Feb 03 2020 12:24:20,6.7,13.4
Feb 03 2020 12:24:21,6.7,13.4
Feb 03 2020 12:24:22,6.5,13.2
Feb 03 2020 12:24:23,6.6,13.5
Feb 03 2020 12:24:24,6.5,13.3
Feb 03 2020 12:24:25,6.6,13.6
Feb 03 2020 12:24:27,6.6,13.4
Feb 03 2020 12:24:28,6.7,13.4
Feb 03 2020 12:24:29,6.8,13.3
Feb 03 2020 12:24:30,6.8,13.1
Feb 03 2020 12:24:31,6.8,12.8
Feb 03 2020 12:24:32,6.8,12.7
Feb 03 2020 12:24:33,6.9,12.9
Feb 03 2020 12:24:34,6.9,12.9
Feb 03 2020 12:24:35,6.9,12.8
Feb 03 2020 12:24:36,6.9,12.8
Feb 03 2020 12:24:37,6.9,12.8
Feb 03 2020 12:24:38,7.0,12.9
Feb 03 2020 12:24:39,6.9,12.9
Feb 03 2020 12:24:40,7.0,12.9
Feb 03 2020 12:24:41,7.1,13.3
Feb 03 2020 12:24:42,7.1,13.8
Feb 03 2020 12:24:43,7.3,14.8
Feb 03 2020 12:24:44,7.4,14.8
Feb 03 2020 12:24:45,7.3,15.1
Feb 03 2020 12:24:46,7.4,15.4
Feb 03 2020 12:24:47,7.3,15.3
Feb 03 2020 12:24:48,7.3,15.6
Feb 03 2020 12:24:50,7.4,15.8
Feb 03 2020 12:24:51,7.3,15.6
Feb 03 2020 12:24:52,7.2,16.2
Feb 03 2020 12:24:53,7.2,15.7
Feb 03 2020 12:24:54,7.2,16.3
Feb 03 2020 12:24:55,7.3,16.3
Feb 03 2020 12:24:56,7.3,16.1
Feb 03 2020 12:24:57,7.3,15.8
Feb 03 2020 12:24:58,7.2,15.6
Feb 03 2020 12:24:59,7.2,15.9
Feb 03 2020 12:25:00,7.2,15.8
Feb 03 2020 12:25:01,7.3,15.7
