Monitoraggio del materiale particolato di Pablito e Seba
by Sebastian Peradotto (purosangue)
Started at: Jan 22 2020 10:28:41
Data unit: [micro g/m^3]
Date,PM2.5,PM10
Jan 22 2020 10:28:42,6.1,6.6
Jan 22 2020 10:28:43,6.1,6.6
Jan 22 2020 10:28:44,6.1,6.6
Jan 22 2020 10:28:45,6.1,6.6
Jan 22 2020 10:28:46,6.1,6.6
Jan 22 2020 10:28:47,6.1,6.6
Jan 22 2020 10:28:48,6.1,6.6
Jan 22 2020 10:28:49,6.1,6.6
Jan 22 2020 10:28:50,6.3,6.8
Jan 22 2020 10:28:51,6.3,6.8
Jan 22 2020 10:28:52,6.2,6.7
Jan 22 2020 10:28:53,6.2,6.7
Jan 22 2020 10:28:54,6.3,6.8
Jan 22 2020 10:28:55,6.2,6.7
Jan 22 2020 10:28:56,6.2,6.7
Jan 22 2020 10:28:58,6.2,6.7
Jan 22 2020 10:28:59,6.3,6.8
Jan 22 2020 10:29:00,6.3,6.8
Jan 22 2020 10:29:01,6.4,6.9
Jan 22 2020 10:29:02,6.4,6.9
Jan 22 2020 10:29:03,6.4,6.9
Jan 22 2020 10:29:04,6.4,6.9
Jan 22 2020 10:29:05,6.6,7.2
Jan 22 2020 10:29:06,6.6,7.2
Jan 22 2020 10:29:07,6.4,7.0
Jan 22 2020 10:29:08,6.5,7.1
Jan 22 2020 10:29:09,6.6,7.2
Jan 22 2020 10:29:10,6.6,7.2
Jan 22 2020 10:29:11,6.7,7.3
Jan 22 2020 10:29:12,6.6,7.2
Jan 22 2020 10:29:13,6.7,7.3
Jan 22 2020 10:29:14,6.6,7.2
Jan 22 2020 10:29:15,6.6,7.3
Jan 22 2020 10:29:16,6.6,7.3
Jan 22 2020 10:29:17,6.6,7.3
Jan 22 2020 10:29:18,6.6,7.2
Jan 22 2020 10:29:19,6.5,7.1
Jan 22 2020 10:29:20,6.5,7.1
Jan 22 2020 10:29:21,6.5,7.1
Jan 22 2020 10:29:22,6.6,7.2
Jan 22 2020 10:29:23,6.7,7.3
Jan 22 2020 10:29:24,6.6,7.2
Jan 22 2020 10:29:25,6.6,7.2
Jan 22 2020 10:29:26,6.5,7.1
Jan 22 2020 10:29:27,6.6,7.2
Jan 22 2020 10:29:28,6.6,7.2
Jan 22 2020 10:29:29,6.6,7.2
Jan 22 2020 10:29:30,6.6,7.2
Jan 22 2020 10:29:31,6.6,7.2
Jan 22 2020 10:29:32,6.6,7.2
Jan 22 2020 10:29:33,6.6,7.2
Jan 22 2020 10:29:34,6.6,7.2
Jan 22 2020 10:29:35,6.4,7.0
Jan 22 2020 10:29:36,6.4,7.0
Jan 22 2020 10:29:38,6.4,7.0
Jan 22 2020 10:29:39,6.4,7.0
Jan 22 2020 10:29:40,6.4,7.0
Jan 22 2020 10:29:41,6.4,7.0
Jan 22 2020 10:29:42,6.4,7.0
Jan 22 2020 10:29:43,6.4,7.0
Jan 22 2020 10:29:44,6.3,6.9
Jan 22 2020 10:29:45,6.4,6.9
Jan 22 2020 10:29:46,6.4,6.9
Jan 22 2020 10:29:47,6.4,6.9
Jan 22 2020 10:29:48,6.4,6.9
Jan 22 2020 10:29:49,6.3,6.8
Jan 22 2020 10:29:50,6.5,7.0
Jan 22 2020 10:29:51,6.5,7.0
Jan 22 2020 10:29:52,6.5,7.0
Jan 22 2020 10:29:53,6.4,6.9
Jan 22 2020 10:29:54,6.4,6.9
Jan 22 2020 10:29:55,6.4,6.9
Jan 22 2020 10:29:56,6.4,6.9
Jan 22 2020 10:29:57,6.4,6.9
Jan 22 2020 10:29:58,6.3,6.8
Jan 22 2020 10:29:59,6.4,6.9
Jan 22 2020 10:30:00,6.3,6.8
Jan 22 2020 10:30:01,6.4,6.9
Jan 22 2020 10:30:02,6.6,7.2
Jan 22 2020 10:30:03,6.5,7.1
Jan 22 2020 10:30:04,6.4,6.9
Jan 22 2020 10:30:05,6.5,7.0
Jan 22 2020 10:30:06,6.5,7.1
Jan 22 2020 10:30:07,6.4,7.0
Jan 22 2020 10:30:08,6.6,7.2
Jan 22 2020 10:30:09,6.4,7.0
Jan 22 2020 10:30:10,6.4,7.0
Jan 22 2020 10:30:12,6.4,7.0
Jan 22 2020 10:30:13,6.4,7.0
Jan 22 2020 10:30:14,6.4,7.0
Jan 22 2020 10:30:15,6.4,7.0
Jan 22 2020 10:30:16,6.4,7.0
Jan 22 2020 10:30:17,6.5,7.1
